,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cluster,id,names
621,0.686,0.73,-5.504,0.412,0.0287,0.0,0.369,0.271,145.251,247867,0,275a9yzwGB6ncAW4SxY7q3,Panda
622,0.571,0.52,-11.369,0.0382,0.00458,0.788,0.0932,0.0501,125.981,351213,5,05CC40tqWJVT2iDbFtr6MS,Cole’s Memories - Original Mix
623,0.692,0.957,-2.643,0.248,0.0268,2.82e-05,0.109,0.455,128.041,180107,2,4J6x16eeV9RvCglUuTLFZ1,Keep Pushin'
624,0.608,0.845,-2.247,0.046,0.0232,2.3e-06,0.66,0.397,126.043,174048,2,1zu6XX6hTlb7fj6UYCaoEO,Needin' U So - Mark Villa Remix
625,0.62,0.982,-3.234,0.494,0.0105,0.00647,0.119,0.214,132.055,149625,2,2PE8Sj15gIL7YET4gxwO1u,Dominator
626,0.704,0.988,-2.024,0.275,0.131,0.00861,0.211,0.423,129.95,167555,2,4iDvEevHXrU7R98YB93lzL,Break It Down
627,0.741,0.885,-5.185,0.0435,0.00907,0.704,0.0701,0.309,127.987,236252,0,6ZeYmkiK2VTSdEagdFy9Hi,Mic
628,0.757,0.736,-4.204,0.126,0.0286,0.0113,0.112,0.407,125.018,201600,1,27kIE7ftO70WEcgnaxLhdY,Told You So (feat. Megan Hamilton) - Radio Edit
629,0.797,0.993,1.244,0.0705,0.034,0.696,0.152,0.421,125.984,190516,1,5L3Vq5pe0JfWWAlE8m4dDE,Triple Six
630,0.626,0.757,-4.206,0.073,0.0137,0.122,0.236,0.227,125.989,261895,0,13ka9PsKD8bZmWOTOygV4S,No Money - MOTi Remix
631,0.834,0.878,-9.484,0.15,0.0461,0.0,0.334,0.418,102.848,258688,0,6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton
632,0.654,0.664,-6.68,0.14,0.0449,0.0,0.541,0.579,144.018,195806,1,18UQrLLOV6APDZoLuZtt5F,Birthday
633,0.734,0.69,-5.626,0.0386,0.00239,0.13,0.118,0.0396,124.999,284160,0,6IrLPo5MQBhQQWEjawuqWZ,Never Be Like You - Martin Solveig Remix
634,0.442,0.892,-2.762,0.0614,0.00442,0.381,0.04,0.203,125.869,211607,1,6fUmPOF8pdIhQOxgUTZsdv,Doppler
635,0.833,0.791,-3.497,0.119,0.00292,0.0294,0.098,0.505,127.999,301231,5,27mM1wcWjPIbNOCWOL7mTJ,"Watch Out for This (Bumaye) [feat. Busy Signal, the Flexican & FS Green] - Dimitri Vegas & Like Mike Tomorrowland Remix"
636,0.786,0.937,-3.893,0.198,0.136,0.00426,0.358,0.533,135.003,253413,0,7hTA34zHD3gRagk4U5qB2i,Original Don
637,0.583,0.47,-7.766,0.0648,0.18,0.207,0.142,0.42,149.844,349538,5,7qAWdfgvuDJQlhjppYtAfA,Sail - Unlimited Gravity Remix
638,0.604,0.959,-2.762,0.0423,0.00158,0.664,0.158,0.711,126.043,185185,2,7wybPE1VfkKJxirboLtT8x,Cuba Libre
639,0.624,0.923,-5.449,0.0335,0.0268,0.000228,0.0509,0.402,124.994,157452,2,6F3rgQfSns1slUnMfHXjOA,Sweet Memories
640,0.757,0.881,-4.825,0.0452,0.00482,0.35,0.207,0.434,127.004,192756,1,3SXaMmzzGSREq9sh54mwDF,Take The Ride
641,0.584,0.86,-2.687,0.0467,0.118,4.35e-06,0.132,0.109,128.026,222348,1,64HH8QusEYZYm3wZEplgn9,Can't Get Enough (feat. Sarah Hudson) - Radio Edit
642,0.833,0.582,-6.987,0.0659,0.053,0.0577,0.108,0.209,125.026,293579,5,1tNxprI7wf87blRuXUyEvC,Grey
643,0.715,0.914,-3.87,0.214,0.0254,0.0,0.0961,0.565,125.826,179048,2,3hENlPbIlUZXQ3MiosF87Q,Cutting Shapes
644,0.653,0.893,-3.869,0.0347,0.00269,0.000622,0.619,0.566,127.974,296107,5,5o2clcNEa8fPKEbURHqHoV,Blame (feat. John Newman) - Jacob Plant Remix
645,0.608,0.722,-5.55,0.107,0.00791,2.84e-05,0.315,0.121,128.009,252933,0,22SXyL6pUjwIvGWvgGjLov,Can't Feel My Face - Martin Garrix Remix
646,0.707,0.936,-4.955,0.0505,0.00275,0.818,0.239,0.0371,126.022,320517,5,62fEHY4gVP9nelMQTvf3Be,M1
647,0.552,0.915,-4.421,0.0616,0.139,0.949,0.146,0.126,160.02,236351,0,56gJHV1MkyHIS4eDFbzoVa,Waiting
648,0.676,0.937,-7.756,0.0754,0.264,0.742,0.698,0.655,120.161,109049,4,3svmi1v7HMlyYb7Pnossz6,Fahrradsattel
649,0.51,0.917,-4.806,0.0854,0.0054,0.000133,0.396,0.313,75.098,272440,0,3gVhsZtseYtY1fMuyYq06F,Sonne
650,0.505,0.833,-7.815,0.35,0.103,0.0539,0.612,0.138,164.934,120840,4,5E3BK90EQQxmrDz3zLG2l9,Schmetterling
651,0.637,0.969,-4.534,0.0418,0.0154,4.85e-05,0.0455,0.467,139.965,226507,1,6ba5jsjL6Ed8FZICtXEB3f,Doktorspiele
652,0.483,0.911,-4.645,0.0486,0.0218,7.85e-06,0.194,0.944,184.882,236200,0,4hYinIaRxdaoEFSQni6K6I,Nur ein Wort
653,0.656,0.622,-6.391,0.0282,0.0176,0.0,0.156,0.159,112.02,237147,0,5OiC3eltQO7gXvOZMbrTn3,Durch den Monsun - Radio Mix
654,0.521,0.895,-5.242,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,322340,5,2bPGTMB5sFfFYQ2YvSmup0,Deutschland
655,0.768,0.334,-15.63,0.0727,0.0644,0.000545,0.119,0.843,164.404,240977,0,6mGcYm27jHzqNdnhSiNLu1,Major Tom (Völlig losgelöst)
656,0.61,0.817,-9.45,0.133,0.296,0.00336,0.0884,0.89,176.735,202236,1,0DfG1ltJnZyq4Tx3ZLL7ZU,Rock Me Amadeus
657,0.761,0.672,-8.177,0.028,0.205,6.4e-06,0.181,0.814,127.049,182087,2,41iiOUlVeLHNF8P6lnIf6v,Mädchen aus Paris (feat. Tilman Pörzgen)
658,0.616,0.548,-7.556,0.104,0.508,0.0,0.13,0.111,139.873,243029,0,3BouYneOiIcnpuswhcfjwf,700 Main Street
659,0.831,0.457,-8.844,0.125,0.468,0.546,0.126,0.559,127.99,158106,2,4jFjWItABR71T2mOpItbcy,Frisch
660,0.746,0.7,-6.42,0.109,0.0427,0.00146,0.552,0.687,133.044,155137,2,3a0F2N6rXJSibQTp77xH4f,Ohne Benzin
661,0.358,0.795,-7.169,0.0892,0.128,0.0,0.296,0.406,161.358,252600,0,4P4PHxZQ1FcwQKKnfEPsAZ,Schrei nach Liebe
662,0.746,0.804,-6.259,0.0519,0.365,0.031,0.253,0.81,126.993,163040,2,5HVlfkBAzYwrtXMgxJQdxO,Häschenparty
663,0.591,0.969,-4.551,0.049,0.0455,0.00139,0.399,0.961,152.09,256120,0,3OVcnhaZTKC6fE0oqiMEny,M&F
664,0.563,0.792,-4.885,0.035,0.0532,2.86e-06,0.107,0.176,105.463,187533,2,10waMsh44ojvTwXAIy213n,Junge
665,0.602,0.896,-4.052,0.179,0.0559,0.0,0.151,0.4,92.401,181622,2,5x5OTI0HilwE1NzGEpWe6n,Alle hassen Nazis
666,0.795,0.445,-11.067,0.0806,0.0369,0.000612,0.073,0.88,163.539,239886,0,6u0F8YTqdUic3gMpgTcNDX,Major Tom (Völlig losgelöst) - Single Version
667,0.906,0.528,-7.668,0.108,0.0981,1.62e-06,0.118,0.682,120.055,147000,2,2xunx0xnG90tEWDQ5OtS5q,1000x COOLER
668,0.55,0.974,-2.352,0.0677,0.0538,0.0,0.136,0.371,131.993,193636,1,0nClug72mVkoWvbj8cAP27,Monster - Antiheld: Part II
669,0.58,0.838,-8.167,0.301,0.808,0.0256,0.199,0.57,161.12,139064,4,2KqmGATP8cItFJd6uorYuG,Alt sein
670,0.516,0.638,-8.403,0.0515,0.147,0.0,0.129,0.727,118.103,243264,0,0BLmi9RfDyv9UMxVM0m2EN,Hauch mich mal an
671,0.636,0.467,-10.1,0.0421,0.0915,1.7e-06,0.117,0.58,96.639,231467,1,2IJftBfq7pJ43tfnOR0RB3,99 Luftballons
672,0.564,0.765,-7.392,0.0343,0.000185,0.000453,0.0413,0.849,161.042,177850,2,08556SGxHuwQGdFKjCblO6,superswag pt. 1
673,0.643,0.836,-6.724,0.21,0.117,0.0,0.0791,0.628,147.927,171723,2,2FQRZLR31e3423Nmrgv0Pv,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)
674,0.665,0.662,-6.874,0.271,0.171,0.0,0.0831,0.381,149.976,238213,0,0pQr5WsobmdZHnuObT0sc2,Astronaut
675,0.607,0.687,-8.372,0.0285,0.0442,0.558,0.204,0.66,148.974,195302,1,05FN4XjxvZLo4qwmQC7yxh,leichter//kälter
676,0.821,0.649,-7.024,0.0388,0.393,0.0,0.414,0.879,122.5,158899,2,5rmGLSHstPNGFKrklMJmoh,Funky Monkey
677,0.579,0.85,-6.379,0.0413,0.00035,0.0,0.0785,0.497,114.985,196440,1,4xgUnVwtOMjt0Kcdj4ED6G,Superhelden
678,0.708,0.792,-5.564,0.0893,0.0591,0.0,0.0582,0.962,119.977,195549,1,6Mw1NYkSkqrX1HtzDdTdAZ,Traum
679,0.77,0.638,-4.625,0.0671,0.239,0.0,0.649,0.608,101.969,217278,1,1hkne8FgcV3ChQq13G9mQ2,Bad Chick
680,0.615,0.8,-4.812,0.134,0.00666,0.0,0.147,0.662,169.823,176645,2,5pHNTM9GUzrwc9OvSMWgkX,Gar Nix (Außer dir)
681,0.335,0.74,-10.099,0.0566,0.00368,5.35e-06,0.234,0.569,203.543,249093,0,2KTxKoM4iUYCtuUGGIh9Qu,"Irgendwie, irgendwo, irgendwann"
682,0.726,0.9,-4.134,0.0401,0.133,0.0,0.145,0.973,160.139,142463,4,7qiUjLVo6zLj8WmxPMqoXD,Einmal um die Welt
683,0.447,0.978,-5.887,0.0583,0.347,0.245,0.364,0.787,113.034,47974,4,0vlOP0E0cHZIkDHnjhKQvZ,Scheiß DDR
684,0.581,0.965,-7.001,0.0822,0.593,0.249,0.517,0.747,106.83,81542,4,2RrUbcRViAPxwV1fICV6qH,Hundegelatine
685,0.497,0.894,-10.507,0.0743,0.00783,0.408,0.59,0.284,124.846,123208,4,5XXbEAwNVRzXOsOLQgHlc1,Die fetten Kinder
686,0.678,0.826,-4.775,0.036,0.0182,0.0,0.327,0.756,95.934,257933,0,3oTqsRhrOvnUEavb1NQIWa,Männer sind Schweine
687,0.745,0.731,-8.385,0.0429,0.0182,0.0,0.168,0.77,132.841,141410,4,3pIG1sxniqvPXGcp2Tgky0,98 Prozent (feat. Mavie Hörbiger)
688,0.713,0.708,-7.039,0.0565,0.0477,0.0,0.136,0.51,145.071,183975,2,77NjB7wkkhPUte2Nvz9awC,Nie Mehr
689,0.42,0.651,-5.326,0.0421,0.00756,0.0,0.117,0.324,181.945,208760,1,0qOZEyHXwMC5JqcUeTaPvi,"Applaus, Applaus"
690,0.675,0.531,-10.059,0.15,0.0255,0.284,0.346,0.616,132.976,146390,2,44HtgbGRHHRn9vUJ787Z9J,ELEKTRONISCHES MÄDCHEN
691,0.764,0.771,-6.324,0.033,0.123,0.0,0.0858,0.84,123.041,203752,1,4W9NrBdfRqgyAykC8IFXvA,Ich will mehr (Kakmann Song) [feat. Charly Hübner]
692,0.815,0.593,-7.739,0.0388,0.00452,0.0,0.292,0.707,110.004,159173,2,6RfGi5YVgwdlqxwlpq95sQ,"No Risk, no Fun (feat. Lina Larissa Strahl, Emilio Moutaoukkil)"
693,0.941,0.807,-4.588,0.0564,0.0506,0.0,0.0833,0.761,120.041,146000,2,463oFGElXVcP8ueC72zvMj,Stoff und Schnaps
694,0.81,0.737,-5.659,0.0341,0.0867,0.0,0.0982,0.736,132.99,169680,2,6vJ4egoPoiPKUyohVOfVHC,Lasse redn
695,0.606,0.943,-3.968,0.0525,0.0249,0.000371,0.55,0.895,152.028,256804,0,0XPcf4vTZUycRXGc4TIFfH,M&F - Single Version
696,0.775,0.818,-6.965,0.0356,0.0746,9.31e-05,0.174,0.961,80.53,151514,2,3BRSgDlShzyigvcKnB3L0c,Mädchen auf dem Pferd (feat. Fabian Buch)
697,0.641,0.619,-10.427,0.0418,0.189,0.16,0.349,0.434,159.925,191800,1,6X1mehC9bJ1ExEip4HB79W,Alles nur geklaut
698,0.855,0.75,-6.949,0.0643,0.0368,1.47e-05,0.0746,0.964,129.972,198056,1,1JYn8P1wt3cTTgQifMJ4tf,Omm (feat. Charly Hübner)
699,0.487,0.666,-6.898,0.058,0.0378,2.71e-06,0.101,0.67,169.997,237933,0,2TSoLv5tMkqikfpM5irrqZ,Still
700,0.649,0.868,-3.752,0.0367,0.0191,0.00143,0.383,0.787,87.962,222693,1,3mtTc2I7SACbviaR8yvlvv,Elektrisches Gefühl
701,0.615,0.8,-4.812,0.134,0.00666,0.0,0.147,0.662,169.823,176645,2,5pHNTM9GUzrwc9OvSMWgkX,Gar Nix (Außer dir)
702,0.703,0.721,-6.602,0.0293,0.00863,0.000764,0.189,0.621,112.97,179781,2,64W6MhqnoDBXrLMnM5d1Hp,Ich bleib hier (feat. Lina Larissa Strahl)
703,0.619,0.95,-3.071,0.0435,0.00977,9.26e-05,0.326,0.912,127.992,170415,2,6n7gZTdKDiY4CduwBpkgnX,Jet Set - Single Version
704,0.765,0.853,-5.022,0.0989,0.0168,0.0,0.786,0.476,89.978,157000,2,0KM9WrAeweNFtbc7YdWGuN,GUT<BESSER<ICH
705,0.586,0.639,-5.606,0.0384,0.0669,0.0,0.194,0.335,118.48,229973,1,3Z5RbPwwhnbUS5EP9SbZL4,Es ist geil ein wilder Kerl zu sein
706,0.685,0.758,-5.96,0.0814,0.0358,0.0129,0.364,0.619,146.907,139819,4,2MrKx1k7CSLryCP1sf3cwl,"Ohne Benzin - 1,1x Speed Version"
707,0.914,0.667,-6.463,0.0786,0.0197,0.00313,0.233,0.979,146.301,230440,1,6KzWkQmHEJKn7OjjY3DWOF,Ich wär so gern so blöd wie du
708,0.817,0.931,-6.518,0.0413,0.0274,0.00133,0.042,0.984,140.258,216640,1,0sP5kWa0azj9ucsZCSQxUS,Ich find dich scheisse
709,0.639,0.614,-9.448,0.0317,0.0681,0.0878,0.0882,0.652,121.973,210333,1,7bolFIVYrui4h98GEK0MIK,Geiles Leben
710,0.586,0.821,-4.979,0.0342,0.00544,2.15e-05,0.356,0.454,94.047,197413,1,1jXIObH9DpMtyI7ee7CVZx,Schrei
711,0.726,0.9,-4.134,0.0401,0.133,0.0,0.145,0.973,160.139,142463,4,7qiUjLVo6zLj8WmxPMqoXD,Einmal um die Welt
712,0.427,0.927,-6.418,0.106,0.205,0.0,0.464,0.577,167.927,171547,2,5PppvkvKMqU1mz4LVjKdw4,Sterne oder Häuser
713,0.669,0.636,-5.676,0.0307,0.00385,4.98e-05,0.142,0.341,112.1,199320,1,2LV5joNDrsyuXEh4FBARVK,Perfekte Welle
714,0.726,0.89,-6.35,0.0939,0.0913,0.198,0.149,0.66,140.286,217067,1,6vgnumRgsZcc5fVFtpIRO1,Out Of The Dark
715,0.648,0.659,-10.456,0.0456,0.451,0.0,0.189,0.465,105.914,355989,5,6a0lr0jt8lKDJhsAYA49NS,Jeanny
716,0.93,0.607,-10.389,0.0457,0.0526,5.22e-06,0.039,0.95,118.242,232588,0,3TBRJsLCcwroEkA3tD4u2N,Der Kommissar
717,0.645,0.722,-4.574,0.0291,0.32,0.0,0.171,0.407,92.014,227520,1,2ZoO0uLQRp2WhTlyIH8PJf,Lieder
718,0.656,0.807,-6.148,0.03,0.304,0.0,0.253,0.907,129.736,203840,1,6QfxUvYrvQey2KwK4r4Rao,Nacht voll Schatten
719,0.537,0.756,-8.783,0.0599,0.0837,0.000248,0.0879,0.617,179.996,191000,1,1Z6JcXlTUaPSmiVkN2530P,Wellblech
720,0.537,0.786,-9.333,0.113,0.288,0.877,0.127,0.315,174.987,170769,2,08tcRsFVnWVHm4fpYe7q02,Nimm mir die Angst
721,0.687,0.693,-4.856,0.0569,0.0124,5.44e-05,0.108,0.442,128.03,205653,1,5mWceciQV51RPCBQCLAm3U,Herzbeben
722,0.675,0.966,-2.94,0.0313,0.37,0.0565,0.0242,0.897,120.023,255720,0,5nu6DLPJ91h2lSKQuPDzYd,1000 Träume weit (Tornero)
723,0.732,0.827,-4.934,0.0355,0.172,0.0,0.352,0.774,129.993,188027,2,4FZmjzFP31JGVPnpWanMEo,Idiot - Version 2011
724,0.699,0.813,-4.717,0.0968,0.587,0.0,0.11,0.636,119.981,217847,1,3PeZRzO7dHCWFCOCv6HoGe,Achterbahn
725,0.727,0.826,-5.505,0.0347,0.18,0.0,0.0655,0.929,132.948,222333,1,2Nv773K16hckJrb3Ir7wOu,Wahnsinn
726,0.798,0.74,-4.865,0.0459,0.042,1.96e-06,0.157,0.834,128.065,219720,1,1cSXzDZt8vzuUp2XREQEJN,Atemlos durch die Nacht
727,0.723,0.899,-2.428,0.0345,0.246,0.0,0.118,0.591,121.054,210133,1,70fRUZsAxNKuxTy8gp4nKT,Ich will immer wieder... dieses Fieber spür'n
728,0.684,0.872,-3.02,0.0444,0.0376,0.0,0.0677,0.554,126.005,198813,1,1CINbWotyT3WDt9EDh3cww,Mein Herz
729,0.666,0.973,-4.448,0.0959,0.0882,0.0,0.22,0.738,126.044,227667,1,3XdcsBr5oMyeHhkBKmgj4S,Marathon
730,0.628,0.945,-4.81,0.0407,0.00302,0.00195,0.372,0.965,128.011,229520,1,2jMBfQpqT76M1iMiXgNZZ3,Warum hast Du nicht nein gesagt - Pop Mix
731,0.803,0.699,-4.343,0.0297,0.23,0.0,0.176,0.821,128.004,200933,1,0rZtsXzD2byljMFshSStcM,Paris - Single Version
732,0.769,0.93,-2.028,0.0391,0.124,0.0,0.0709,0.978,122.005,232053,1,0m89E9zmNzOGuuZWEvZZGm,A Mann für Amore - Single Mix
733,0.703,0.938,-2.866,0.0384,0.112,0.0,0.319,0.747,126.962,289773,5,3ZmQjNmGSVfo37tTws8EU9,Die Hölle morgen früh
734,0.793,0.85,-6.696,0.0503,0.297,0.0056,0.0527,0.856,115.966,228093,1,65wKbNqjUTmdyk47Z31Czm,Du hast mich tausendmal belogen
735,0.738,0.592,-9.478,0.0408,0.00341,0.0,0.139,0.906,127.976,215843,1,0eZyB2PzHQHSdGrIcd6n31,Die Tanzfläche brennt
736,0.73,0.834,-4.678,0.0417,0.375,0.0,0.359,0.874,115.973,218280,1,2sDkaVxOik75nv1I77zk5G,Te Quiero
737,0.685,0.89,-3.823,0.0534,0.12,0.0,0.546,0.78,125.02,196467,1,47owqHZeQ8b5wyPASIN2Np,Zuckerpuppen
738,0.631,0.902,-4.257,0.049,0.0489,0.0,0.365,0.899,140.094,210067,1,01NNrO46sCI1hHwLACTBZQ,Schatzi Schenk Mir Ein Foto
739,0.774,0.824,-6.687,0.0333,0.0133,0.000138,0.162,0.936,129.985,206600,1,3VkDrOTzYKMjtPRRKquYp7,Du bist ein Wunder - Tanzbar!
740,0.61,0.983,-3.683,0.0531,0.00564,0.000109,0.283,0.592,131.963,191787,1,6NtzdIkxZXFWptyhzJ7hea,Ich sterb für dich - RMX
741,0.506,0.998,-1.502,0.132,0.066,0.0,0.468,0.539,144.922,221440,1,49RTrYhydcQGGm4RxUtVhv,Nur noch Schuhe an - Party-Version 2013
742,0.5,0.997,-4.391,0.28,0.114,0.0,0.553,0.248,139.922,212040,1,3oiRz6OtpChceEylSgZNJF,Ich bin solo - Technoversion
743,0.639,0.986,-3.932,0.127,0.0428,0.0,0.339,0.916,126.008,187453,2,5k7Gu7IDYFEDgNazdpBIUt,I sing a Liad für di - Disco-Rock-Remix
744,0.619,0.998,-3.658,0.0506,0.0161,0.0,0.347,0.949,140.057,220000,1,1X0XcqGaofdhLpIY6ljXKP,Lotusblume
745,0.735,0.762,-4.784,0.0726,0.0207,3.54e-05,0.246,0.756,125.958,208037,1,6sfVt6lPKNJvd1k06A3Aq0,Himmelblaue Augen - Fosco Party Remix
746,0.673,0.994,-0.776,0.149,0.142,1.16e-06,0.33,0.541,134.061,195227,1,1XMaCb2dtzJ79evyclfhaA,Pretty Belinda / Schlauchboot
747,0.569,0.86,-5.008,0.049,0.0217,0.0,0.372,0.469,109.957,217680,1,2XEwnFyQhDBHq6rFEaAOQj,Verdammt Ich lieb' dich
748,0.709,0.778,-5.865,0.0347,0.162,1.39e-06,0.0962,0.63,119.974,197840,1,2Yh6gZknLvFlZIPd9TzotN,Du hast mich tausendmal belogen - Remix 2013
749,0.614,0.986,-2.644,0.0529,0.146,0.0,0.0717,0.443,125.963,206213,1,4JoWZaASliMo4WISlnt8pL,Joana ... Du geile Sau
750,0.72,0.499,-13.947,0.0468,0.328,1.56e-06,0.225,0.757,124.08,217387,1,4J7EocpVLUZSU3m6E7O6re,Aber bitte mit Sahne
751,0.709,0.689,-13.563,0.149,0.16,0.0,0.104,0.925,126.525,187200,2,0ObItSI2K1SP6uJPdHSyb9,Anita
752,0.708,0.912,-4.718,0.0658,0.286,0.0,0.336,0.728,127.469,224667,1,687anwxZ267LHbA4bw1Enq,Mit 66 Jahren
753,0.819,0.708,-4.706,0.0603,0.0157,8.23e-05,0.0811,0.363,127.984,185218,2,3fpUY1SHNAt76Hj1RbIF4z,"Biste braun, kriegste Fraun - Version 2015"
754,0.515,0.584,-10.353,0.0571,0.2,0.0,0.0981,0.604,119.618,262547,0,0rJ6zR9AFRCSJBxYBGIXhA,Du entschuldige - i kenn' di
755,0.554,0.904,-3.735,0.0963,0.0323,0.0,0.322,0.411,128.98,217280,1,4IXxoFmHujKVqZL6BKMZh4,Sweet Caroline - Single Version
756,0.677,0.492,-11.911,0.0455,0.18,0.0,0.16,0.962,130.329,186053,2,1rN5NmqLUBwAlacJreDnR9,Fiesta Mexicana
757,0.73,0.816,-4.082,0.03,0.0104,1.29e-06,0.0953,0.811,130.085,231547,1,7sLsmRBu9JWz40SwG3O5B6,Braungebrannte Haut - Remix
758,0.506,0.967,-3.555,0.0378,0.0203,0.073,0.398,0.666,118.876,261373,0,7b09H5Roy7Il8KwfNX6q0e,Joana - Party-Remix 2010
759,0.834,0.751,-5.853,0.0437,0.0375,0.0,0.125,0.651,128.055,203280,1,4ghBNJulVYrvnW7aoKJxoz,"Verlieben, verloren, vergessen, verzeih'n - Tanzbar!"
760,0.697,0.762,-6.393,0.045,0.528,1.73e-06,0.422,0.92,126.164,196253,1,1ewNSEjaSpjLQTgfk1JaZG,Er hat ein knallrotes Gummiboot
761,0.605,0.969,-5.479,0.032,0.00144,0.0115,0.176,0.504,146.081,239973,0,4qe18rCVPpZhyKa12voLZi,Griechischer Wein - Radio Edit
762,0.548,0.973,-5.066,0.0853,0.0779,0.22,0.0496,0.867,113.077,214627,1,1UYWocoT1yNBAedYF7UBZw,Wenn i mit dir tanz
763,0.661,0.997,-2.738,0.0439,0.315,2.05e-05,0.194,0.95,128.001,161052,2,5X608WDrAIjhrQw1F7xsN0,Ramalamadingdong
764,0.681,0.996,-2.33,0.128,0.157,0.0,0.333,0.875,125.97,162265,2,4AgZa2I4Z2tUk5bBshSPMk,Tanze Samba mit mir
765,0.692,0.995,-0.931,0.184,0.17,0.0,0.877,0.485,133.999,204627,1,4VOBnHTd4kZWq91IMAVTw1,Pretty Belinda / Skilift - Jagertee Mix
766,0.874,0.828,-7.225,0.03,0.0865,0.0,0.149,0.968,126.998,191640,1,0QUXAcTdhrT27DbfuuphyW,Ziwui Ziwui
767,0.711,0.7,-12.559,0.0366,0.395,5.71e-05,0.0754,0.868,104.312,221200,1,1mOIOim4QHFVKavrJQ8G90,Schickeria
768,0.68,0.995,-2.721,0.0434,0.0857,1.78e-06,0.32,0.837,138.009,205427,1,2ixbRLCb11eHKYW5kRyRDH,Anita
769,0.658,0.966,-4.551,0.0494,0.117,1.07e-05,0.901,0.937,116.565,187960,2,3wx5BXdMwTECAQXoturLvF,"Sag mir quando, sag mir wann"
770,0.797,0.812,-3.444,0.0718,0.167,0.0,0.115,0.455,128.056,171013,2,5jgYvfbfT55Ie9oWIgcCV9,"Biste braun, kriegste Fraun"
771,0.59,0.996,-0.21,0.0721,0.0994,0.0,0.911,0.703,94.016,243767,0,56OkGZ8KYcYCu1fFak8OGT,Lass uns schmutzig Liebe machen
772,0.725,0.9,-6.376,0.0649,0.185,0.0,0.581,0.923,105.769,227133,1,4VIntX5ulhuGKhwBmzFAaJ,Do the Limbo Dance
773,0.774,0.991,0.605,0.198,0.0411,0.0,0.208,0.716,138.004,236093,0,5Q3Yp71VIthcOM39Gvhj1T,20 cm
774,0.531,0.926,-3.082,0.0544,0.0914,0.0,0.695,0.645,83.989,175973,2,2jbRg7c3wiUZmOdVd0XZwr,Schöner fremder Mann
775,0.827,0.88,-5.776,0.0333,0.233,0.0,0.0946,0.98,111.968,148667,2,3KYW44MneMfHfiufNMmeQ4,Steirermen san very good
776,0.743,0.948,-4.297,0.0904,0.0177,0.0,0.163,0.84,127.007,215000,1,6z0Z2elqzCOH1zPFKytLhh,Mamacita - Single Version
777,0.695,0.833,-7.433,0.0753,0.0573,0.0,0.512,0.738,85.009,192893,1,22sV5bcNOExyHDoDsMd1cX,Hit the Road Jack
778,0.751,0.885,-3.034,0.0358,0.145,0.0,0.398,0.977,81.259,208512,1,0q0NmxsupLRKhSzDIT6SBS,Ab in den Süden - Neuaufnahme
779,0.574,0.885,-4.789,0.0567,0.0796,0.0,0.381,0.966,80.492,223960,1,72gZFHqoIyL0D4N0ZKQnXi,Ab in den Süden (Neuaufnahme)
780,0.575,0.855,-5.89,0.138,0.56,0.0,0.0682,0.877,125.284,159200,2,667HVkr7MavlBv2DhzQS3k,Tanze Samba mit mir
781,0.723,0.969,-4.516,0.142,0.0643,0.0,0.115,0.728,126.653,286800,0,54OR1VDpfkBuOY5zZjhZAY,YMCA - Original Version 1978
782,0.63,0.757,-5.04,0.0367,0.00761,1.09e-05,0.0462,0.971,162.479,140564,4,2lrRUnZjUMXTOWAMPpuUSe,Lets Twist Again
783,0.729,0.936,-7.536,0.0776,0.0129,0.000892,0.0367,0.598,131.986,194000,1,06hsdMbBxWGqBO0TV0Zrkf,Cotton Eye Joe
784,0.725,0.78,-4.25,0.0314,0.0881,0.0,0.153,0.474,128.022,167427,2,5AfpyosJUmaIQSLkoNbkl6,Mit dir will ich am Abgrund stehen - 2012 Version
785,0.883,0.951,-3.622,0.182,0.0798,0.0,0.281,0.901,100.018,198973,1,07uaRPr4YYcB35WQ4kU6vK,La Bomba
786,0.812,0.879,-10.998,0.0397,0.017,0.224,0.365,0.962,129.991,197960,1,5ZrDlcxIDZyjOzHdYW1ydr,Barbie Girl
787,0.626,0.917,-3.669,0.0397,0.0492,0.0,0.376,0.817,140.014,204667,1,4j8zZZWeP6Ijn5oKLlfelE,Schatzi schenk mir ein Foto
788,0.515,0.999,-1.828,0.221,0.11,0.0,0.834,0.219,139.965,210573,1,73iVOpsmFeBK4T7wFXAt2S,Ich bin solo
789,0.776,0.817,-3.918,0.0807,0.03,0.0,0.0601,0.713,130.108,208960,1,6Xm9gOTPG3Vm0a4sxb13i8,Kabinenparty feat. Joyce Muniz
790,0.731,0.999,-2.174,0.0929,0.0359,0.0,0.0265,0.931,141.094,178578,2,0NjLgGCwHAE0KhVTALxdCb,Die Nacht von Freitag auf Montag
791,0.731,0.853,-4.219,0.0363,0.0352,0.0,0.268,0.605,108.016,225360,1,1di1BEgJYzPvXUuinsYJGP,Everybody (Backstreet's Back) - Radio Edit
792,0.269,0.731,-4.195,0.041,0.491,0.0,0.652,0.547,128.725,152800,2,6lMIwD7qHfG9H3KOm1Ha48,"Siebzehn Jahr, blondes Haar"
